Start loading training images for the VisionTransformer model

- 10000 FAKE images accessed.
- 20000 FAKE images accessed.
- 30000 FAKE images accessed.
- 40000 FAKE images accessed.
- 50000 FAKE images accessed.
All FAKE images are accessed.

- 10000 REAL images accessed.
- 20000 REAL images accessed.
- 30000 REAL images accessed.
- 40000 REAL images accessed.
- 50000 REAL images accessed.
All REAL images are accessed.

All images are accessed.


Start training the VisionTransformer.
Epoch 1 loss: 0.699
Epoch 2 loss: 0.683
Epoch 3 loss: 0.663
Epoch 4 loss: 0.659
Epoch 5 loss: 0.657
Epoch 6 loss: 0.656
Epoch 7 loss: 0.654
Epoch 8 loss: 0.652
Epoch 9 loss: 0.649
Epoch 10 loss: 0.645
Epoch 11 loss: 0.640
Epoch 12 loss: 0.635
Epoch 13 loss: 0.630
Epoch 14 loss: 0.623
Epoch 15 loss: 0.616
Epoch 16 loss: 0.607
Epoch 17 loss: 0.604
Epoch 18 loss: 0.599
Epoch 19 loss: 0.594
Epoch 20 loss: 0.590
Epoch 21 loss: 0.587
Epoch 22 loss: 0.585
Epoch 23 loss: 0.582
Epoch 24 loss: 0.581
Epoch 25 loss: 0.577
Epoch 26 loss: 0.576
Epoch 27 loss: 0.574
Epoch 28 loss: 0.572
Epoch 29 loss: 0.569
Epoch 30 loss: 0.567
Epoch 31 loss: 0.566
Epoch 32 loss: 0.564
Epoch 33 loss: 0.563
Epoch 34 loss: 0.559
Epoch 35 loss: 0.557
Epoch 36 loss: 0.555
Epoch 37 loss: 0.554
Epoch 38 loss: 0.551
Epoch 39 loss: 0.549
Epoch 40 loss: 0.546
Epoch 41 loss: 0.545
Epoch 42 loss: 0.540
Epoch 43 loss: 0.537
Epoch 44 loss: 0.535
Epoch 45 loss: 0.533
Epoch 46 loss: 0.531
Epoch 47 loss: 0.529
Epoch 48 loss: 0.525
Epoch 49 loss: 0.522
Epoch 50 loss: 0.518
Epoch 51 loss: 0.516
Epoch 52 loss: 0.514
Epoch 53 loss: 0.510
Epoch 54 loss: 0.508
Epoch 55 loss: 0.505
Epoch 56 loss: 0.502
Epoch 57 loss: 0.498
Epoch 58 loss: 0.495
Epoch 59 loss: 0.494
Epoch 60 loss: 0.488
Epoch 61 loss: 0.487
Epoch 62 loss: 0.482
Epoch 63 loss: 0.482
Epoch 64 loss: 0.480
Epoch 65 loss: 0.478
Epoch 66 loss: 0.476
Epoch 67 loss: 0.474
Epoch 68 loss: 0.472
Epoch 69 loss: 0.469
Epoch 70 loss: 0.467
Epoch 71 loss: 0.465
Epoch 72 loss: 0.464
Epoch 73 loss: 0.463
Epoch 74 loss: 0.461
Epoch 75 loss: 0.458
Epoch 76 loss: 0.458
Epoch 77 loss: 0.458
Epoch 78 loss: 0.454
Epoch 79 loss: 0.453
Epoch 80 loss: 0.453
Epoch 81 loss: 0.452
Epoch 82 loss: 0.452
Epoch 83 loss: 0.449
Epoch 84 loss: 0.448
Epoch 85 loss: 0.447
Epoch 86 loss: 0.445
Epoch 87 loss: 0.444
Epoch 88 loss: 0.442
Epoch 89 loss: 0.442
Epoch 90 loss: 0.441
Epoch 91 loss: 0.441
Epoch 92 loss: 0.437
Epoch 93 loss: 0.437
Epoch 94 loss: 0.438
Epoch 95 loss: 0.436
Epoch 96 loss: 0.435
Epoch 97 loss: 0.435
Epoch 98 loss: 0.435
Epoch 99 loss: 0.433
Epoch 100 loss: 0.433
Finished Training
- 10000 FAKE images accessed.
All FAKE images are accessed.

- 10000 REAL images accessed.
All REAL images are accessed.

All images are accessed.
Accuracy of the VisionTransformer on the 20000 test images: 79 %
